               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.071943,            0.029732,            0.049387,             0.65655,             0.23777,             0.18477,            0.057122,            0.054307,            0.014085,             0.02774,           0.0033186,           0.0033186,            0.070132
